TurnType,RoadType,EnvType,VisibilityConditions,PedestrianLevel,TrafficLevel,DayNight,WeatherConditions,Speed_limit,New_Speed_Limit
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Residential,Low,Low,Low,Night,Rain,20,133.04
Gentle turn,Medium,Residential,Low,Low,Low,Night,Rain,20,146.54
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,20,27.15
Sharp turn,Medium,Highway,High,Low,Low,Day,Clear,20,32.37
Straight,Medium,Residential,Low,Low,Low,Day,Clear,20,51.04
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Intersection,Narrow,Residential,High,Low,Low,Day,Clear,20,51.87
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,20,27.15
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,29.25
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Sharp turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,32.32
Sharp turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,29.03
Straight,Medium,Residential,Low,Low,Low,Day,Clear,20,51.04
Straight,Medium,Residential,Low,Low,Low,Night,Clear,20,87.7
Straight,Medium,Residential,Low,Low,Moderate,Night,Clear,20,73.02
Gentle turn,Medium,Residential,Low,High,Low,Night,unknown,20,130.88
Straight,Medium,Residential,Low,Low,Moderate,Day,Fogg,20,67.49
Straight,Medium,Residential,High,Low,Low,Day,Rain,20,43.46
Intersection,Medium,Residential,Low,Low,Moderate,Night,Rain,20,134.75
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Straight,Medium,Residential,Low,Low,Moderate,Night,Clear,20,73.02
Gentle turn,Medium,Highway,High,Low,Low,Day,Rain,20,44.44
Straight,Medium,Residential,High,Low,Low,Day,Rain,20,43.46
Gentle turn,Medium,Residential,High,Low,Low,Day,unknown,20,33.82
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,29.25
Gentle turn,Medium,Residential,Low,Low,Moderate,Night,Clear,20,80.43
Gentle turn,Narrow,City,Low,Low,Low,Night,Clear,20,160.78
Straight,Medium,Highway,Low,Low,Low,Night,unknown,20,87.26
Straight,Narrow,City,Low,Moderate,Low,Day,Rain,20,143.45
Gentle turn,Medium,Residential,Low,Low,Moderate,Day,Clear,20,46.81
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Highway,Low,Low,Low,Night,Clear,20,81.42
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,29.25
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Narrow,City,Low,Low,Moderate,Night,Clear,20,121.54
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Straight,Medium,Residential,High,Moderate,Low,Day,Clear,20,31.89
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Intersection,Medium,Residential,High,Low,Moderate,Day,Clear,20,29.02
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Narrow,Residential,High,Low,Moderate,Day,Clear,20,35.51
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Residential,High,Low,Moderate,Night,Clear,20,40.99
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Intersection,Medium,Residential,High,Low,Moderate,Day,Clear,20,29.02
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Sharp turn,Medium,Highway,High,Low,Low,Day,Clear,20,32.37
Straight,Narrow,Residential,High,Low,Moderate,Day,Clear,20,35.51
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,20,67.79
Intersection,Medium,Residential,High,Low,Low,Day,Clear,20,34.85
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Gentle turn,Narrow,Highway,High,Low,Low,Day,Clear,20,43.61
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Residential,High,Low,Low,Night,Clear,20,49.22
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Straight,Medium,Highway,High,Low,Low,Day,Rain,20,40.35
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Highway,High,Low,Moderate,Day,Rain,20,33.6
Intersection,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,32.3
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Clear,20,41.91
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Residential,High,Moderate,Low,Day,Clear,20,31.89
Gentle turn,Medium,Residential,High,Low,Moderate,Night,Clear,20,45.15
Straight,Medium,Residential,High,Low,Moderate,Night,Clear,20,40.99
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Narrow,Residential,High,Low,Low,Day,Clear,20,42.65
Intersection,Medium,Residential,High,Low,Moderate,Day,Clear,20,29.02
Straight,Medium,Residential,Low,Moderate,Moderate,Night,Clear,20,81.28
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,29.25
Straight,Narrow,Highway,High,Low,Moderate,Day,Clear,20,32.97
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,20,24.65
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Straight,Wide,Residential,High,Moderate,Moderate,Day,Clear,20,36.11
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Intersection,Medium,Residential,High,Low,Moderate,Day,Rain,20,44.02
Intersection,Medium,Residential,Low,Low,High,Night,Clear,20,123.13
Sharp turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,20,30.0
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Medium,Residential,High,Low,Low,Night,Clear,20,49.22
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Residential,Low,Low,Moderate,Night,Clear,20,80.43
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,20,29.3
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Gentle turn,Medium,Highway,High,Moderate,Moderate,Night,Rain,20,70.78
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Residential,Low,Low,Moderate,Night,Clear,20,73.02
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Rain,20,39.86
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Rain,20,37.01
Gentle turn,Medium,Residential,Low,Low,Low,Night,Rain,20,146.54
Intersection,Medium,Highway,Low,Low,Moderate,Night,Clear,20,82.46
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Straight,Medium,Residential,Low,Low,Moderate,Night,Clear,20,73.02
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.95
Straight,Medium,Residential,High,Low,Low,Day,Rain,20,43.46
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Gentle turn,Medium,Highway,Low,Low,Low,Day,Clear,20,52.19
Intersection,Medium,Residential,Low,Moderate,Moderate,Night,Clear,20,98.87
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Intersection,Medium,Highway,High,Low,Low,Day,Clear,20,32.35
Straight,Narrow,Highway,High,Low,Moderate,Day,,20,35.34
Intersection,Narrow,Highway,High,Low,Low,Day,Clear,20,48.16
Intersection,Medium,Residential,High,Low,Low,Day,Clear,20,34.85
Intersection,Medium,Residential,Low,Low,Moderate,Night,Rain,20,134.75
Intersection,Medium,Residential,Low,Low,Low,Night,Clear,20,106.67
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Gentle turn,Narrow,City,High,Low,Low,Day,Clear,20,52.52
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Highway,High,Low,Low,Day,unknown,20,28.51
Straight,Medium,Residential,High,Low,Low,Day,unknown,20,30.71
Intersection,Narrow,Highway,High,Low,Low,Day,Clear,20,48.16
Straight,Medium,Residential,High,Low,Low,Day,Rain,20,43.46
Gentle turn,Medium,Residential,High,Moderate,Low,Day,Clear,20,35.12
Straight,Narrow,Highway,High,Low,Low,Day,Clear,20,39.59
Intersection,Wide,City,High,Low,Low,Day,Rain,20,80.39
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Medium,Residential,Low,Moderate,Low,Night,Clear,20,97.62
Straight,Medium,Residential,High,Low,Low,Night,Clear,20,49.22
Straight,Narrow,Highway,High,Low,Low,Day,Clear,20,39.59
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,20,29.3
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Rain,20,37.01
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Clear,20,75.46
Gentle turn,Medium,Residential,Low,Low,Low,Night,Clear,20,96.6
Sharp turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,29.03
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Intersection,Medium,Residential,High,Low,Moderate,Day,Clear,20,29.02
Straight,Narrow,Highway,High,Low,Low,Day,Rain,20,60.07
Straight,Medium,Highway,High,Low,Moderate,Day,unknown,20,23.74
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Intersection,Narrow,Highway,High,Low,Low,Day,Clear,20,48.16
Gentle turn,Wide,Highway,High,Low,Low,Day,Clear,20,39.85
Straight,Narrow,Highway,High,Low,Low,Day,Clear,20,39.59
Intersection,Medium,City,High,Low,Moderate,Day,Clear,20,32.44
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,20,29.3
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Gentle turn,Narrow,Highway,Low,Low,Low,Night,Clear,20,133.5
Intersection,Medium,Highway,High,Low,Low,Day,Clear,20,32.35
Straight,Medium,Highway,High,Low,Low,Night,Clear,20,45.7
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.95
Intersection,Medium,Highway,High,Low,Low,Day,Clear,20,32.35
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Intersection,Medium,Highway,High,Moderate,Low,Day,Clear,20,36.01
Sharp turn,Medium,Residential,Low,Low,Moderate,Night,Clear,20,88.87
Straight,Narrow,Highway,High,Low,Low,Day,Clear,20,39.59
Intersection,Medium,Highway,Low,Low,Moderate,Night,Clear,20,82.46
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,City,High,Low,Low,Day,Rain,20,48.59
Sharp turn,Medium,Highway,High,Low,Moderate,Night,Clear,20,46.31
Intersection,Medium,City,High,Low,Low,Day,Clear,20,38.96
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,20,30.12
Sharp turn,Medium,Highway,High,Moderate,Moderate,Night,Clear,20,51.55
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Sharp turn,Wide,Highway,Low,Low,Low,Night,Clear,20,134.77
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Clear,20,75.46
Straight,Medium,Highway,Low,Low,Low,Night,Clear,20,81.42
Gentle turn,Narrow,Residential,High,Low,Moderate,Night,Clear,20,67.21
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.94
Straight,Wide,Highway,High,Low,Low,Day,Clear,20,36.17
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.94
Intersection,Medium,Highway,High,Low,Moderate,Day,,20,28.87
Straight,Narrow,Residential,Low,Low,Moderate,Night,Clear,20,108.71
Straight,Medium,City,High,Low,Moderate,Day,Clear,20,26.67
Intersection,Medium,City,High,Low,Low,Day,Rain,20,59.1
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.95
Straight,Medium,Residential,High,Low,Low,Night,Clear,20,49.22
Straight,Wide,Highway,High,Low,Low,Night,Clear,20,62.16
Gentle turn,Medium,City,High,Low,Low,Day,Clear,20,35.28
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.95
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.95
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Rain,20,37.01
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,29.25
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Narrow,City,Low,Low,Low,Day,Clear,20,84.95
Gentle turn,Narrow,Highway,High,Low,Low,Day,Clear,20,43.61
Gentle turn,Medium,Highway,High,Moderate,Low,Day,Clear,20,32.61
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Highway,High,Low,Low,Day,,20,28.51
Straight,Wide,Highway,Low,Moderate,Low,Night,Rain,20,187.0
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Straight,Narrow,Highway,High,Low,Low,Day,Clear,20,39.59
Straight,Narrow,Residential,High,Low,Low,Day,Clear,20,42.65
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,20,24.65
Straight,,Residential,Low,Low,Low,Night,Rain,20,133.7
Sharp turn,Medium,City,High,Low,Moderate,Night,Clear,20,55.77
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.95
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,29.25
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Rain,20,37.01
Intersection,Medium,Residential,High,Low,Low,Day,Clear,20,34.85
Gentle turn,Narrow,City,High,Low,Low,Day,Clear,20,52.52
Straight,Medium,City,High,Low,Moderate,Day,Clear,20,26.67
Straight,Medium,Residential,High,Moderate,Moderate,Night,Rain,20,69.21
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.94
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,29.25
Straight,Medium,Residential,Low,Moderate,Moderate,Day,Clear,20,47.31
Gentle turn,Medium,Residential,Low,Low,Moderate,Day,Clear,20,46.81
Straight,Medium,Residential,High,Low,Moderate,Night,Clear,20,40.99
Straight,Medium,Highway,Low,Low,Low,Night,Clear,20,81.42
Straight,Medium,City,High,Low,Moderate,Day,,20,28.59
Straight,Medium,Residential,High,Low,Low,Day,Rain,20,43.46
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,20,29.3
Straight,,Highway,High,Low,Low,Day,Clear,20,26.73
Straight,Medium,Highway,High,Low,Moderate,Night,Clear,20,38.05
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Medium,Residential,High,Moderate,Low,Day,Clear,20,31.89
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,20,29.3
Gentle turn,Medium,Residential,High,Moderate,Low,Day,Clear,20,35.12
Straight,Narrow,Residential,High,Low,Moderate,Day,Clear,20,35.51
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Medium,Residential,High,Low,Moderate,Day,Rain,20,36.19
Straight,Narrow,Highway,High,Low,Low,Day,Clear,20,39.59
Gentle turn,Medium,Residential,High,Low,Low,Day,Rain,20,47.87
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Straight,Medium,Residential,High,Low,Moderate,Day,Rain,20,36.19
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Highway,High,Low,Low,Night,Clear,20,50.34
Straight,Medium,Residential,High,Moderate,Moderate,Day,Clear,20,26.55
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Residential,High,Low,Low,Day,Fogg,20,50.11
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Narrow,Highway,High,Moderate,Low,Day,Clear,20,44.07
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Gentle turn,Medium,Residential,High,Low,Low,Day,Rain,20,47.87
Gentle turn,Narrow,Highway,High,Low,Low,Day,Clear,20,43.61
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Straight,Medium,Residential,High,Low,Moderate,Night,Clear,20,40.99
Straight,Medium,Residential,High,Low,Moderate,Night,Clear,20,40.99
Straight,Medium,Residential,Low,Low,Low,Night,Rain,20,133.04
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,20,24.65
Straight,Medium,Residential,High,Low,Moderate,Night,Clear,20,40.99
Gentle turn,Narrow,Residential,High,Low,Moderate,Day,Clear,20,39.12
Sharp turn,Medium,City,High,Low,Moderate,Day,Clear,20,32.46
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Intersection,Medium,Residential,High,Low,Low,Day,Clear,20,34.85
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,20,29.3
Gentle turn,Medium,Highway,Low,Low,Moderate,Day,,20,46.58
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Gentle turn,Medium,Highway,High,Low,Moderate,Day,,20,26.15
Gentle turn,Medium,Residential,Low,Low,Moderate,Night,unknown,20,86.21
Straight,Medium,Residential,Low,Moderate,Low,Night,Clear,20,97.62
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,20,26.94
Gentle turn,Narrow,Highway,High,Low,Low,Day,Clear,20,43.61
Straight,Medium,Highway,High,Low,Moderate,Night,Clear,20,38.05
Sharp turn,Medium,Residential,High,Low,Low,Day,Clear,20,34.87
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Gentle turn,Medium,Residential,Low,Low,Moderate,Night,Clear,20,80.43
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Rain,20,39.86
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,20,22.15
Gentle turn,Medium,Residential,Low,Low,Low,Night,Clear,20,96.6
Gentle turn,Medium,Highway,Low,Moderate,Low,Night,Clear,20,99.82
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Gentle turn,Medium,Residential,High,Low,Low,Day,Clear,20,31.56
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Clear,20,74.67
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,20,26.28
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,City,High,Low,Moderate,Day,Clear,20,26.67
Gentle turn,Medium,Highway,Low,Moderate,Moderate,Night,Clear,20,83.12
Gentle turn,Narrow,Highway,High,Low,Low,Day,Clear,20,43.61
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,20,24.39
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,20,23.85
Straight,Medium,Residential,High,Low,Moderate,Night,Clear,20,40.99
Straight,Medium,Highway,High,Low,Low,Day,Clear,20,26.6
Straight,Medium,Residential,High,Low,Low,Day,Clear,20,28.65
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Rain,20,63.58
